Lista CATSER;;;;;;;
Fonte: DW-Siasg;;;;;;;
Extração realizada em 30/03/2023;;;;;;;
({Tipo Material Serviço} = Serviço) E ({Sit Atual Mat Serv} = Ativo);;;;;;;
;;;;;;;
Tipo Material Serviço;Grupo Serviço;;Classe Material;;Codigo Material Serviço;;Sit Atual Mat Serv
Serviço;711;SERVI¿S DE INTERMEDIA¿O FINANCEIRA,EXCETO SERVI¿ BANC¿RIODE INVESTIMENTO,SERVI¿S DE SEGUROS E DE PENS¿S;'-7;INVALIDO;18910;PECULIO;Ativo
Serviço;711;SERVI¿S DE INTERMEDIA¿O FINANCEIRA,EXCETO SERVI¿ BANC¿RIODE INVESTIMENTO,SERVI¿S DE SEGUROS E DE PENS¿S;'-7;INVALIDO;19941;RECEBIMENTO TARIFA PUBLICA;Ativo
Serviço;711;SERVI¿S DE INTERMEDIA¿O FINANCEIRA,EXCETO SERVI¿ BANC¿RIODE INVESTIMENTO,SERVI¿S DE SEGUROS E DE PENS¿S;'-7;INVALIDO;20010;RECOLHIMENTO CONTRIBUICAO / ANUIDADE;Ativo
Serviço;711;SERVI¿S DE INTERMEDIA¿O FINANCEIRA,EXCETO SERVI¿ BANC¿RIODE INVESTIMENTO,SERVI¿S DE SEGUROS E DE PENS¿S;'-7;INVALIDO;20362;PRESTACAO DE SERVICOS BANCARIOS;Ativo
Serviço;711;SERVI¿S DE INTERMEDIA¿O FINANCEIRA,EXCETO SERVI¿ BANC¿RIODE INVESTIMENTO,SERVI¿S DE SEGUROS E DE PENS¿S;'-7;INVALIDO;21156;FORNECIMENTO CUPOM - PEDAGIO;Ativo
Serviço;711;SERVI¿S DE INTERMEDIA¿O FINANCEIRA,EXCETO SERVI¿ BANC¿RIODE INVESTIMENTO,SERVI¿S DE SEGUROS E DE PENS¿S;'-7;INVALIDO;21300;ADMINISTRACAO - COBRANCA;Ativo
Serviço;711;SERVI¿S DE INTERMEDIA¿O FINANCEIRA,EXCETO SERVI¿ BANC¿RIODE INVESTIMENTO,SERVI¿S DE SEGUROS E DE PENS¿S;'-7;INVALIDO;21849;PAGAMENTO DIARIA - NACIONAL / INTERNACIONAL;Ativo
Serviço;711;SERVI¿S DE INTERMEDIA¿O FINANCEIRA,EXCETO SERVI¿ BANC¿RIODE INVESTIMENTO,SERVI¿S DE SEGUROS E DE PENS¿S;'-7;INVALIDO;21857;PAGAMENTO DESPESA COM PESSOAL;Ativo
Serviço;711;SERVI¿S DE INTERMEDIA¿O FINANCEIRA,EXCETO SERVI¿ BANC¿RIODE INVESTIMENTO,SERVI¿S DE SEGUROS E DE PENS¿S;'-7;INVALIDO;22764;PAGAMENTO COBERTURAS SEGURO VEÍCULO;Ativo
Serviço;711;SERVI¿S DE INTERMEDIA¿O FINANCEIRA,EXCETO SERVI¿ BANC¿RIODE INVESTIMENTO,SERVI¿S DE SEGUROS E DE PENS¿S;'-7;INVALIDO;23132;PAGAMENTO FATURA TELEFONICA;Ativo
Serviço;711;SERVI¿S DE INTERMEDIA¿O FINANCEIRA,EXCETO SERVI¿ BANC¿RIODE INVESTIMENTO,SERVI¿S DE SEGUROS E DE PENS¿S;7110;SERVIÇOS DE INTERMEDIAÇÃO FINANCEIRA,EXCETO SERVIÇO BANCÁRIODE INVESTIMENTO,SERVIÇOS DE SEGUROS E DE PENSÕES;21903;PEDAGIO ELETRONICO;Ativo
Serviço;712;SERVI¿S BANC¿RIO DE INVESTIMENTO;'-7;INVALIDO;13811;SERVICO BANCARIO;Ativo
Serviço;713;SERVI¿S DE SEGUROS E DE PENS¿S(EXCETO SERVI¿ DE RESEGURO)EXCETO SERVI¿S DE SEGURIDADE SOCIAL COMPULS¿IA;'-7;INVALIDO;12912;PREVIDENCIA COMPLEMENTAR;Ativo
Serviço;713;SERVI¿S DE SEGUROS E DE PENS¿S(EXCETO SERVI¿ DE RESEGURO)EXCETO SERVI¿S DE SEGURIDADE SOCIAL COMPULS¿IA;'-7;INVALIDO;13943;CORRETAGEM - SEGURO;Ativo
Serviço;713;SERVI¿S DE SEGUROS E DE PENS¿S(EXCETO SERVI¿ DE RESEGURO)EXCETO SERVI¿S DE SEGURIDADE SOCIAL COMPULS¿IA;7131;SERVIÇOS DE SEGUROS DE VIDA E DE PENSÕES(EXCETO SERVIÇOS DE RESEGURO);25020;SEGURO AERONAVES;Ativo
Serviço;713;SERVI¿S DE SEGUROS E DE PENS¿S(EXCETO SERVI¿ DE RESEGURO)EXCETO SERVI¿S DE SEGURIDADE SOCIAL COMPULS¿IA;7133;SERVIÇOS DE SEGUROS DE TRANSPORTE MARÍTIMO, AÉREO, VEÍCULOS À MOTOR, DE FRETE, DE PROPRIEDADE/BENS INDIVIDUAIS;906;SEGURO / GARANTIA;Ativo
Serviço;715;SERVI¿S AUXILIARES DA INTERMEDIA¿O FINANCEIRA EXCETO OS DESEGUROS E DE PENS¿S;'-7;INVALIDO;15385;CONFERENCIA / ENVELOPAMENTO / PAGAMENTO DE VALORES;Ativo
Serviço;715;SERVI¿S AUXILIARES DA INTERMEDIA¿O FINANCEIRA EXCETO OS DESEGUROS E DE PENS¿S;7155;OUTROS SERVIÇOS AUXILIARES DA INTERMEDIAÇÃO FINANCEIRA;24724;INVESTIMENTO COLIGADA/CONTROLADA;Ativo
Serviço;721;SERVI¿S IMOBILI¿RIOS RELATIVOS A LOCA¿O OU ARRENDAMENTO;'-7;INVALIDO;4316;LOCACAO DE IMOVEL;Ativo
Serviço;721;SERVI¿S IMOBILI¿RIOS RELATIVOS A LOCA¿O OU ARRENDAMENTO;'-7;INVALIDO;14630;ESTACIONAMENTO DE VEICULOS AUTOMOTORES - GERENCIA / CONTROLE;Ativo
Serviço;721;SERVI¿S IMOBILI¿RIOS RELATIVOS A LOCA¿O OU ARRENDAMENTO;'-7;INVALIDO;17566;CONSULTORIA E ASSESSORIA - IMOBILIARIA;Ativo
Serviço;721;SERVI¿S IMOBILI¿RIOS RELATIVOS A LOCA¿O OU ARRENDAMENTO;'-7;INVALIDO;19356;CONCESSAO USO - AREA / IMOVEL PUBLICO;Ativo
Serviço;721;SERVI¿S IMOBILI¿RIOS RELATIVOS A LOCA¿O OU ARRENDAMENTO;7211;SERVIÇOS DE ARRENDAMENTO OU LEASING RELATIVOS A BENS REAIS  PRÓPRIOS OU ARRENDADOS, RESIDENCIAIS E NÃO RESIDENCIAIS;15490;PSICOPEDAGOGIA CLINICA;Ativo
Serviço;721;SERVI¿S IMOBILI¿RIOS RELATIVOS A LOCA¿O OU ARRENDAMENTO;7211;SERVIÇOS DE ARRENDAMENTO OU LEASING RELATIVOS A BENS REAIS  PRÓPRIOS OU ARRENDADOS, RESIDENCIAIS E NÃO RESIDENCIAIS;25429;LOCACAO VAGA ESTACIONAMENTO / ATRACADOURO;Ativo
Serviço;722;SERVI¿S IMOBILI¿RIOS COMISSIONADOS OU POR CONTRATO;'-7;INVALIDO;5630;SERVICO IMOBILIARIO;Ativo
Serviço;722;SERVI¿S IMOBILI¿RIOS COMISSIONADOS OU POR CONTRATO;'-7;INVALIDO;17426;CONDOMINIO - GERENCIA / MANUTENCAO DE IMOVEL / ADMINISTRACAO;Ativo
Serviço;722;SERVI¿S IMOBILI¿RIOS COMISSIONADOS OU POR CONTRATO;'-7;INVALIDO;21075;ADMINISTRACAO TITULOS E VALORES MOBILIARIOS;Ativo
Serviço;722;SERVI¿S IMOBILI¿RIOS COMISSIONADOS OU POR CONTRATO;7224;SERVIÇOS DE AVALIAÇÃO DE PROPRIEDADES COMISSIONADOS OU POR  CONTRATO;21784;ESTUDO, AVALIACAO, PROJETO - IMOVEIS;Ativo
Serviço;731;SERVI¿S DE LEASING OU ALUGUEL VE¿ULOS A MOTOR, FERROVI¿RIOEMBARCA¿ES, AERONAVES, DE EQUIPAMENTO DE TRANSPORTE, S/OPER;'-7;INVALIDO;4090;LOCACAO DE MAQUINAS DE ESCREVER E CALCULAR;Ativo
Serviço;731;SERVI¿S DE LEASING OU ALUGUEL VE¿ULOS A MOTOR, FERROVI¿RIOEMBARCA¿ES, AERONAVES, DE EQUIPAMENTO DE TRANSPORTE, S/OPER;'-7;INVALIDO;17990;LOCACAO EQUIPAMENTOS DE IMPRESSAO;Ativo
Serviço;731;SERVI¿S DE LEASING OU ALUGUEL VE¿ULOS A MOTOR, FERROVI¿RIOEMBARCA¿ES, AERONAVES, DE EQUIPAMENTO DE TRANSPORTE, S/OPER;'-7;INVALIDO;18228;LOCACAO DE EQUIPAMENTO - CONDICIONAMENTO FISICO;Ativo
Serviço;731;SERVI¿S DE LEASING OU ALUGUEL VE¿ULOS A MOTOR, FERROVI¿RIOEMBARCA¿ES, AERONAVES, DE EQUIPAMENTO DE TRANSPORTE, S/OPER;'-7;INVALIDO;20818;LOCACAO APARELHO AR CONDICIONADO;Ativo
Serviço;731;SERVI¿S DE LEASING OU ALUGUEL VE¿ULOS A MOTOR, FERROVI¿RIOEMBARCA¿ES, AERONAVES, DE EQUIPAMENTO DE TRANSPORTE, S/OPER;7312;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS TIPOS DE MAQUINARIAE EQUIPAMENTO SEM OPERADOR;12556;LOCACAO DE EQUIPAMENTO AUDIOVISUAL / SOM / VIDEO / FILMAGEM;Ativo
Serviço;731;SERVI¿S DE LEASING OU ALUGUEL VE¿ULOS A MOTOR, FERROVI¿RIOEMBARCA¿ES, AERONAVES, DE EQUIPAMENTO DE TRANSPORTE, S/OPER;7312;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS TIPOS DE MAQUINARIAE EQUIPAMENTO SEM OPERADOR;15750;INFORMATICA - LOCACAO EQUIPAMENTOS;Ativo
Serviço;731;SERVI¿S DE LEASING OU ALUGUEL VE¿ULOS A MOTOR, FERROVI¿RIOEMBARCA¿ES, AERONAVES, DE EQUIPAMENTO DE TRANSPORTE, S/OPER;7312;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS TIPOS DE MAQUINARIAE EQUIPAMENTO SEM OPERADOR;20222;LOCACAO EQUIPAMENTO / INSTRUMENTO / PECA / COMPONENTE - MEDICO / ODONTOLOGICO / OFTALMOLOGICO;Ativo
Serviço;731;SERVI¿S DE LEASING OU ALUGUEL VE¿ULOS A MOTOR, FERROVI¿RIOEMBARCA¿ES, AERONAVES, DE EQUIPAMENTO DE TRANSPORTE, S/OPER;7312;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS TIPOS DE MAQUINARIAE EQUIPAMENTO SEM OPERADOR;20885;LOCACAO ACUMULADOR ELETRICO;Ativo
Serviço;731;SERVI¿S DE LEASING OU ALUGUEL VE¿ULOS A MOTOR, FERROVI¿RIOEMBARCA¿ES, AERONAVES, DE EQUIPAMENTO DE TRANSPORTE, S/OPER;7312;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS TIPOS DE MAQUINARIAE EQUIPAMENTO SEM OPERADOR;21490;LOCACAO EQUIPAMENTO - TRADUCAO SIMULTANEA / SONORIZACAO;Ativo
Serviço;731;SERVI¿S DE LEASING OU ALUGUEL VE¿ULOS A MOTOR, FERROVI¿RIOEMBARCA¿ES, AERONAVES, DE EQUIPAMENTO DE TRANSPORTE, S/OPER;7312;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS TIPOS DE MAQUINARIAE EQUIPAMENTO SEM OPERADOR;21679;LOCACAO GERADOR ELETRICO;Ativo
Serviço;731;SERVI¿S DE LEASING OU ALUGUEL VE¿ULOS A MOTOR, FERROVI¿RIOEMBARCA¿ES, AERONAVES, DE EQUIPAMENTO DE TRANSPORTE, S/OPER;7312;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS TIPOS DE MAQUINARIAE EQUIPAMENTO SEM OPERADOR;21733;LOCACAO/MANUTENCAO MAQUINA VENDA AUTOMATICA;Ativo
Serviço;731;SERVI¿S DE LEASING OU ALUGUEL VE¿ULOS A MOTOR, FERROVI¿RIOEMBARCA¿ES, AERONAVES, DE EQUIPAMENTO DE TRANSPORTE, S/OPER;7312;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS TIPOS DE MAQUINARIAE EQUIPAMENTO SEM OPERADOR;21962;LOCACAO TRANSFORMADOR ENERGIA;Ativo
Serviço;731;SERVI¿S DE LEASING OU ALUGUEL VE¿ULOS A MOTOR, FERROVI¿RIOEMBARCA¿ES, AERONAVES, DE EQUIPAMENTO DE TRANSPORTE, S/OPER;7312;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS TIPOS DE MAQUINARIAE EQUIPAMENTO SEM OPERADOR;22233;LOCACAO DE ENERGIA ININTERRUPTA (NOBREAK);Ativo
Serviço;731;SERVI¿S DE LEASING OU ALUGUEL VE¿ULOS A MOTOR, FERROVI¿RIOEMBARCA¿ES, AERONAVES, DE EQUIPAMENTO DE TRANSPORTE, S/OPER;7312;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS TIPOS DE MAQUINARIAE EQUIPAMENTO SEM OPERADOR;22829;LOCACAO / MANUTENCAO MAQUINA HEMODIALISE;Ativo
Serviço;731;SERVI¿S DE LEASING OU ALUGUEL VE¿ULOS A MOTOR, FERROVI¿RIOEMBARCA¿ES, AERONAVES, DE EQUIPAMENTO DE TRANSPORTE, S/OPER;7312;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS TIPOS DE MAQUINARIAE EQUIPAMENTO SEM OPERADOR;23019;LOCACAO APARELHO TRANSMISSAO/RECEPCAO MENSAGENS;Ativo
Serviço;731;SERVI¿S DE LEASING OU ALUGUEL VE¿ULOS A MOTOR, FERROVI¿RIOEMBARCA¿ES, AERONAVES, DE EQUIPAMENTO DE TRANSPORTE, S/OPER;7312;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS TIPOS DE MAQUINARIAE EQUIPAMENTO SEM OPERADOR;24589;LOCACAO SONDA PERFURACAO E PRODUCAO;Ativo
Serviço;731;SERVI¿S DE LEASING OU ALUGUEL VE¿ULOS A MOTOR, FERROVI¿RIOEMBARCA¿ES, AERONAVES, DE EQUIPAMENTO DE TRANSPORTE, S/OPER;7312;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS TIPOS DE MAQUINARIAE EQUIPAMENTO SEM OPERADOR;24600;LOCACAO SONDAS E PLATAFORMAS - TRANSHIPMENT;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;'-7;INVALIDO;4014;LOCACAO DE VEICULOS - LEVES / PESADOS;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;'-7;INVALIDO;4030;LOCACAO DE MAQUINAS DE ESCAVACAO / TERRAPLENAGEM / AGRICOLA;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;'-7;INVALIDO;4049;LOCACAO EQUIPAMENTO ELEVACAO / MOVIMENTACAO DE CARGA;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;'-7;INVALIDO;4057;LOCACAO DE ANDAIMES;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;'-7;INVALIDO;4065;LOCACAO DE EQUIPAMENTOS DE TELECOMUNICACOES;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;'-7;INVALIDO;4189;FRETAMENTO;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;'-7;INVALIDO;14206;LOCACAO DE EQUIPAMENTO DE LABORATORIO;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;'-7;INVALIDO;19720;ARRENDAMENTO;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;'-7;INVALIDO;22110;LOCACAO EQUIPAMENTO / PRODUCAO GRAVACAO - ESPERA TELEFONICA;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;'-7;INVALIDO;24414;SERVICO DE LOCACAO DE MATERIAIS BLINDADOS EM GERAL;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7321;SERVIÇOS DE LEASING OU ALUGUEL DE TELEVISORES, RADIOS, GRAVADORES DE VÍDEO E EQUIPAMENTOS E ACESSÓRIOS CORRELATOS;21750;LOCACAO EQUIPAMENTO RADIOCOMUNICACAO;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7323;SERVIÇOS DE LEASING OU ALUGUEL DE MÓVEIS E OUTROS UTENSÍLIOSE APARELHOS DOMÉSTICOS;17051;LOCACAO DE LOUCAS / TALHERES / CRISTAIS;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7323;SERVIÇOS DE LEASING OU ALUGUEL DE MÓVEIS E OUTROS UTENSÍLIOSE APARELHOS DOMÉSTICOS;20877;LOCACAO DE MOBILIARIO HOSPITALAR;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7327;SERVIÇOS DE LEASING OU ALUGUEL DE MAQUINARIA E EQUIPAMENTOS DE ARTESANATO;4006;LOCACAO DE COMPUTADORES / PERIFERICOS;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7327;SERVIÇOS DE LEASING OU ALUGUEL DE MAQUINARIA E EQUIPAMENTOS DE ARTESANATO;27677;LOCACAO DE EQUIPAMENTO GRAFICO;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;5401;LOCACAO DE EQUIPAMENTO PARA TRATAMENTO DE OLEO ISOLANTE;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;13099;LOCACAO / MONTAGEM / DESMONTAGEM DE STANDS E PROJETOS EM FEIRAS E EXPOSICOES;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;13765;LOCACAO DE EQUIPAMENTO DE TOPOGRAFIA;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;14303;LOCACAO DE EQUIPAMENTO DE MICROFILMAGEM;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;14680;LOCACAO DE AERONAVE;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;14699;LOCACAO DE EMBARCACAO MARITIMA / FLUVIAL;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;14788;LOCACAO DE EQUIPAMENTOS PARA CONSUMO DE GASES;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;14818;LOCACAO DE EQUIPAMENTO - ALARME;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;15350;LOCACAO VHS / CD / DVD / LIVROS;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;16110;LOCACAO DE TANQUE CRIOGENICO;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;16128;LOCACAO DE CILINDRO;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;17612;LOCACAO GUARITA / CABINE SANITARIA;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;17876;LOCACAO DE ROUPA / UNIFORME;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;18236;LOCACAO DE EQUIPAMENTO - ESPORTE / LAZER;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;18554;LOCACAO EQUIPAMENTO / COMPONENTE - ENDOSCOPIA INDUSTRIAL;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;19151;LOCACAO DE EQUIPAMENTO - CIRCUITO INTERNO / FECHADO TV;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;19828;LOCACAO / MANUTENCAO - FERRAMENTA ELETRICA;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;19836;LOCACAO / MANUTENCAO - FERRAMENTA PNEUMATICA;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;20460;LOCACAO DE MESA / CADEIRA /MOBILIARIO DECORACAO INTERIOR;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;20648;INSTALACAO / MANUTENCAO / LOCACAO MÁQUINAS AUTOMÁTICAS E SEMI-AUTOMÁTICAS (CAFÉ, CHÁ, ALGODÃO-DOCE E OUTRAS);Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;21164;LOCACAO COBERTURA DESMONTAVEL;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;21520;LOCACAO LABORATORIO INFORMATICA;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;22047;LOCACAO PLANTA ORNAMENTAL;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;22721;LOCACAO SALA / AUDITORIO;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;22888;LOCACAO BENS MOVEIS;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;23116;LOCACAO PRE-MOLDADOS DE CONCRETO;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;25089;LOCACAO DE VEICULOS - LEVES / PESADOS / COM MOTORISTA;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;25461;LOCACAO DE COMPRESSOR DE AR;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;25488;ALUGUEL DE EQUIPAMENTOS OPTICOS;Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;25640;LOCACAO CONTEINER (CONTAINER);Ativo
Serviço;732;SERVI¿S DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;7329;SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.;25658;LOCACAO DE ANIMAIS;Ativo
Serviço;733;SERVI¿S DE LICEN¿ PELO DIREITO DE USO DE ATIVOS N¿-FINAN-CEIROS INTANG¿EIS;'-7;INVALIDO;17272;BANCO DADOS INFORMACOES - COMERCIAIS / CADASTRAIS / TECNICAS;Ativo
Serviço;821;SERVI¿S LEGAIS/JUR¿ICOS;'-7;INVALIDO;14281;ADVOCACIA;Ativo
Serviço;821;SERVI¿S LEGAIS/JUR¿ICOS;8211;SERVIÇOS JURÍDICOS DE ASSESSORIA E REPRESENTAÇÃO NOS DIFERENTES CAMPOS DO DIREITO;25615;PRESTACAO DE SERVICOS JUDICIARIOS;Ativo
Serviço;821;SERVI¿S LEGAIS/JUR¿ICOS;8213;SERVIÇOS DE DOCUMENTAÇÃO JURÍDICA E CERTIFICAÇÃO;21474;LEITURA E SELECAO - DESPACHO JUDICIAL;Ativo
Serviço;822;SERVI¿S DE CONTABILIDADE,AUDITORIA FINANCEIRA E GUARDA LIVROS(CONTADOR);'-7;INVALIDO;680;AUDITORIA EM AREA CONTABIL;Ativo
Serviço;822;SERVI¿S DE CONTABILIDADE,AUDITORIA FINANCEIRA E GUARDA LIVROS(CONTADOR);'-7;INVALIDO;698;AUDITORIA EM AREA FISCAL;Ativo
Serviço;822;SERVI¿S DE CONTABILIDADE,AUDITORIA FINANCEIRA E GUARDA LIVROS(CONTADOR);'-7;INVALIDO;701;AUDITORIA EM AREA TRIBUTARIA;Ativo
Serviço;822;SERVI¿S DE CONTABILIDADE,AUDITORIA FINANCEIRA E GUARDA LIVROS(CONTADOR);'-7;INVALIDO;710;AUDITORIA EM AREA DE PROJETOS;Ativo
Serviço;822;SERVI¿S DE CONTABILIDADE,AUDITORIA FINANCEIRA E GUARDA LIVROS(CONTADOR);'-7;INVALIDO;728;AUDITORIA EM AREA DE ADMINISTRACAO;Ativo
Serviço;822;SERVI¿S DE CONTABILIDADE,AUDITORIA FINANCEIRA E GUARDA LIVROS(CONTADOR);'-7;INVALIDO;736;AUDITORIA EM AREA DE PROCESSAMENTO DE DADOS;Ativo
Serviço;822;SERVI¿S DE CONTABILIDADE,AUDITORIA FINANCEIRA E GUARDA LIVROS(CONTADOR);'-7;INVALIDO;4529;AUDITORIA EM AREA INDUSTRIAL / COMERCIAL;Ativo
